game_name,game_code,type,cost_price,tax,sale_price
NEStalgia,pc,1,13.75,0.09,14.99
The Castle Doctrine,pc,1,14.67,0.09,15.99
Galactic Arms Race,pc,2,2.74,0.09,2.99
Forge Quest,pc,2,13.75,0.09,14.99
METAL SLUG 3,pc,2,7.33,0.09,7.99
Blockland,pc,2,9.17,0.09,9.99
How to Survive,pc,2,13.75,0.09,14.99
Fight The Dragon,pc,2,13.75,0.09,14.99
Croixleur Sigma,pc,2,3.66,0.09,3.99
Wargame: Red Dragon,pc,2,36.69,0.09,39.99
Damned,pc,2,18.34,0.09,19.99
Hive,pc,2,2.28,0.09,2.49
TowerFall Ascension,pc,2,13.75,0.09,14.99
7 Days to Die,pc,2,22.93,0.09,24.99
Speedball 2 HD,pc,2,9.17,0.09,9.99
Steel Storm A.M.M.O.,pc,2,9.17,0.09,9.99
World of Diving,pc,2,18.34,0.09,19.99
Gimbal,pc,2,13.75,0.09,14.99
Double Dragon: Neon,pc,2,9.17,0.09,9.99
Rust,pc,1,18.34,0.09,19.99
Death Road to Canada,pc,2,13.75,0.09,14.99
Fantasy Grounds,pc,2,36.69,0.09,39.99
Vox,pc,2,9.17,0.09,9.99
Streamline,pc,2,0.0,0.09,0.0
PULSAR: Lost Colony,pc,2,22.93,0.09,24.99
Rocket League(r),pc,2,18.34,0.09,19.99
McDROID,pc,2,18.34,0.09,19.99
FOTONICA,pc,2,9.17,0.09,9.99
CastleMiner Z,pc,2,3.66,0.09,3.99
CABAL Online,pc,1,0.0,0.09,0.0
WARMACHINE: Tactics,pc,2,0.0,0.09,0.0
Gentlemen!,pc,2,1.14,0.09,1.24
Tiny Brains,pc,2,9.17,0.09,9.99
theHunter,pc,2,0.0,0.09,0.0
Ikaruga,pc,2,9.17,0.09,9.99
Earth 2150 Trilogy,pc,2,6.41,0.09,6.99
KnightShift,pc,2,6.41,0.09,6.99
Pool Nation,pc,2,9.17,0.09,9.99
Obscure,pc,2,6.41,0.09,6.99
MoonBase Commander,pc,2,5.5,0.09,5.99
Abyss Odyssey,pc,2,13.75,0.09,14.99
GRID Autosport,pc,2,36.69,0.09,39.99
NBA 2K14,pc,2,27.51,0.09,29.99
Entropy,pc,1,18.34,0.09,19.99
Truck Racer,pc,2,9.17,0.09,9.99
Enemy Front,pc,2,27.51,0.09,29.99
Child of Light,pc,2,13.75,0.09,14.99
MotoGP(tm)14,pc,2,27.51,0.09,29.99
Max Gentlemen,pc,2,0.0,0.09,0.0
Bloody Trapland,pc,2,9.17,0.09,9.99
Signal Ops,pc,2,9.17,0.09,9.99
Riptide GP2,pc,2,6.41,0.09,6.99
Hyper Light Drifter,pc,2,18.34,0.09,19.99
Frozen Hearth,pc,2,16.5,0.09,17.99
Survivor Squad,pc,2,8.25,0.09,8.99
Blood Knights,pc,2,9.17,0.09,9.99
Heli Heroes,pc,2,4.58,0.09,4.99
Chicken Shoot Gold,pc,2,6.41,0.09,6.99
EDEN STAR,pc,2,18.34,0.09,19.99
Dead Sky,pc,2,4.58,0.09,4.99
Two Brothers,pc,2,0.0,0.09,0.0
1001 Spikes,pc,2,13.75,0.09,14.99
Lethal League,pc,2,12.83,0.09,13.99
Trench Run,pc,2,7.33,0.09,7.99
Vanguard Princess,pc,2,4.58,0.09,4.99
Dungeons 2,pc,2,27.51,0.09,29.99
Little Racers STREET,pc,2,7.33,0.09,7.99
GoD Factory: Wingmen,pc,2,18.34,0.09,19.99
Crimsonland,pc,2,12.83,0.09,13.99
STARWHAL,pc,2,11.0,0.09,11.99
Blockstorm,pc,2,4.58,0.09,4.99
Signs of Life,pc,2,9.17,0.09,9.99
SPINTIRES(tm),pc,2,27.51,0.09,29.99
Probably Archery,pc,2,4.58,0.09,4.99
Final Rush,pc,2,4.58,0.09,4.99
Dragons and Titans,pc,2,0.0,0.09,0.0
SPACECOM,pc,2,9.17,0.09,9.99
Zombie Grinder,pc,2,8.25,0.09,8.99
Red Baron Pack,pc,2,9.17,0.09,9.99
Son of Nor,pc,2,18.34,0.09,19.99
WazHack,pc,2,9.17,0.09,9.99
La Tale,pc,1,0.0,0.09,0.0
The Red Solstice,pc,2,6.23,0.09,6.79
Fistful of Frags,pc,2,0.0,0.09,0.0
Secret Ponchos,pc,2,13.75,0.09,14.99
Goat Simulator,pc,2,9.17,0.09,9.99
Worlds of Magic,pc,2,36.69,0.09,39.99
Lost Saga NA,pc,2,0.0,0.09,0.0
Astral Terra,pc,2,13.75,0.09,14.99
Procyon,pc,2,3.66,0.09,3.99
GameGuru,pc,2,9.17,0.09,9.99
Calibre 10 Racing,pc,2,9.17,0.09,9.99
iRacing,pc,1,9.17,0.09,9.99
Anarchy Arcade,pc,2,0.0,0.09,0.0
Ground Pounders,pc,2,9.17,0.09,9.99
Guilty Gear Isuka,pc,2,0.0,0.09,0.0
Meltdown,pc,2,6.41,0.09,6.99
Lets Sing,pc,2,13.75,0.09,14.99
Krautscape,pc,2,7.33,0.09,7.99
Panzer Corps,pc,2,18.34,0.09,19.99
XCOM(r) 2,pc,2,55.04,0.09,59.99
Magicite,pc,2,9.17,0.09,9.99
Satellite Reign,pc,2,27.51,0.09,29.99
The Yawhg,pc,2,9.17,0.09,9.99
Super Motherload,pc,2,13.75,0.09,14.99
Luxuria Superbia,pc,2,6.41,0.09,6.99
Pool Nation VR,pc,2,18.34,0.09,19.99
Hero Siege,pc,2,5.5,0.09,5.99
Voice of Pripyat,pc,1,6.41,0.09,6.99
A Mass of Dead,pc,2,3.11,0.09,3.39
Tumblestone,pc,2,9.17,0.09,9.99
The Golf Club,pc,2,27.51,0.09,29.99
Secrets of Grindea,pc,2,13.75,0.09,14.99
RUNNING WITH RIFLES,pc,2,13.75,0.09,14.99
Etherlords,pc,2,4.58,0.09,4.99
Etherlords II,pc,2,4.58,0.09,4.99
Global ATC Simulator,pc,2,32.1,0.09,34.99
HAWKEN,pc,2,0.0,0.09,0.0
Space Farmers,pc,2,9.17,0.09,9.99
Grand Theft Auto V,pc,2,55.04,0.09,59.99
Vertiginous Golf,pc,2,9.17,0.09,9.99
Evolve Stage 2,pc,2,0.0,0.09,0.0
Over 9000 Zombies!,pc,2,9.17,0.09,9.99
Freespace 2,pc,2,9.17,0.09,9.99
Formula Truck 2013,pc,2,13.75,0.09,14.99
Stock Car Extreme,pc,2,18.34,0.09,19.99
Ski-World Simulator,pc,2,9.17,0.09,9.99
Snowcat Simulator,pc,2,7.33,0.09,7.99
Broforce,pc,2,6.87,0.09,7.49
Drox Operative,pc,2,18.34,0.09,19.99
Revolution Ace,pc,2,1.83,0.09,1.99
Jet Car Stunts,pc,2,2.74,0.09,2.99
Murder Miners,pc,2,0.45,0.09,0.49
Depth,pc,2,22.93,0.09,24.99
Tango Fiesta,pc,2,11.92,0.09,12.99
Fritz Chess 14,pc,2,36.69,0.09,39.99
VIDEOBALL,pc,2,9.17,0.09,9.99
Imperial Glory,pc,2,4.58,0.09,4.99
Praetorians,pc,2,4.58,0.09,4.99
Sportsfriends,pc,2,13.75,0.09,14.99
TUG,pc,2,0.0,0.09,0.0
Deadbreed(r),pc,2,0.0,0.09,0.0
Interplanetary,pc,2,13.75,0.09,14.99
Digger Online,pc,2,9.17,0.09,9.99
9th Dawn II,pc,2,7.33,0.09,7.99
Abalone,pc,2,4.58,0.09,4.99
Infinity Runner,pc,2,6.41,0.09,6.99
Gunjitsu,pc,2,3.66,0.09,3.99
Aragami,pc,2,0.0,0.09,0.0
Pulstar,pc,2,1.83,0.09,1.99
Crea,pc,2,13.75,0.09,14.99
Creativerse,pc,2,0.0,0.09,0.0
T.E.C. 3001,pc,2,3.66,0.09,3.99
Stellaris,pc,2,29.35,0.09,31.99
NBA 2K15,pc,2,55.04,0.09,59.99
Quake Live(tm),pc,2,9.17,0.09,9.99
Star Ruler 2,pc,2,22.93,0.09,24.99
Warring States,pc,2,14.67,0.09,15.99
Organic Panic,pc,2,0.0,0.09,0.0
100% Orange Juice,pc,2,6.41,0.09,6.99
Masterspace,pc,2,12.83,0.09,13.99
FaeVerse Alchemy,pc,2,0.0,0.09,0.0
Colonies Online,pc,1,13.75,0.09,14.99
Zooloretto,pc,2,6.41,0.09,6.99
Salt and Sanctuary,pc,2,16.5,0.09,17.99
Action Henk,pc,2,13.75,0.09,14.99
Enemy Mind,pc,2,9.17,0.09,9.99
Gang Beasts,pc,2,18.34,0.09,19.99
Tabletop Simulator,pc,2,18.34,0.09,19.99
F1 2015,pc,2,50.45,0.09,54.99
Battle Academy,pc,2,13.75,0.09,14.99
Chaos Domain,pc,2,9.17,0.09,9.99
Toybox Turbos,pc,2,13.75,0.09,14.99
8-Bit Commando,pc,2,2.74,0.09,2.99
Yomi,pc,2,13.75,0.09,14.99
Endless Legend(tm),pc,2,27.51,0.09,29.99
Faces of War,pc,2,4.58,0.09,4.99
Perimeter,pc,2,3.66,0.09,3.99
RC Cars,pc,2,2.74,0.09,2.99
Retro Game Crunch,pc,2,9.17,0.09,9.99
Echo of Soul,pc,1,0.0,0.09,0.0
Armello,pc,2,18.34,0.09,19.99
The Flock,pc,2,15.59,0.09,16.99
Cloud Chamber,pc,1,18.34,0.09,19.99
Grey Goo,pc,2,27.51,0.09,29.99
Evolution RTS,pc,2,0.0,0.09,0.0
Final Slam 2,pc,2,3.66,0.09,3.99
Duelyst,pc,2,0.0,0.09,0.0
Warface 2016: Anubis,pc,2,0.0,0.09,0.0
Brawlhalla,pc,2,0.0,0.09,0.0
Magical Battle Festa,pc,2,9.17,0.09,9.99
Chompy Chomp Chomp,pc,2,0.63,0.09,0.69
Rise of Prussia Gold,pc,2,18.34,0.09,19.99
H-Hour: Worlds Elite,pc,2,9.17,0.09,9.99
Card Hunter,pc,2,0.0,0.09,0.0
Epic Space: Online,pc,1,13.75,0.09,14.99
Amazing World(tm),pc,1,0.0,0.09,0.0
Guns and Robots,pc,1,0.0,0.09,0.0
Dark Raid,pc,2,18.34,0.09,19.99
Crawl,pc,2,9.17,0.09,9.99
Cult of the Wind,pc,2,9.17,0.09,9.99
White Noise Online,pc,2,5.5,0.09,5.99
Pivvot,pc,2,4.58,0.09,4.99
Kill The Bad Guy,pc,2,9.17,0.09,9.99
Knight Squad,pc,2,13.75,0.09,14.99
H1Z1 : Just Survive,pc,1,18.34,0.09,19.99
Hive Jump,pc,2,18.34,0.09,19.99
PARTICLE MACE,pc,2,0.91,0.09,0.99
G-Ball,pc,2,0.91,0.09,0.99
Iron Storm,pc,2,2.74,0.09,2.99
Ballistic Overkill,pc,2,6.41,0.09,6.99
Mount Your Friends,pc,2,4.58,0.09,4.99
Draconian Wars,pc,2,5.5,0.09,5.99
Real Boxing(tm),pc,2,4.58,0.09,4.99
Jump Tanks,pc,2,0.0,0.09,0.0
Neon Shadow,pc,2,4.58,0.09,4.99
Ascendant,pc,2,9.17,0.09,9.99
Overruled!,pc,2,11.92,0.09,12.99
Landmark,pc,1,9.17,0.09,9.99
Total Annihilation,pc,2,4.58,0.09,4.99
Master of Orion,pc,2,27.51,0.09,29.99
Eldevin,pc,1,0.0,0.09,0.0
XenoRaptor,pc,2,13.75,0.09,14.99
FLASHOUT 2,pc,2,4.58,0.09,4.99
Dreii,pc,2,5.5,0.09,5.99
Orbital Gear,pc,2,9.17,0.09,9.99
Block N Load,pc,2,0.0,0.09,0.0
CubeGun,pc,2,0.0,0.09,0.0
Rooks Keep,pc,2,7.33,0.09,7.99
Rogue Stormers,pc,2,12.83,0.09,13.99
Terrorhedron,pc,2,1.83,0.09,1.99
Miscreated,pc,1,18.34,0.09,19.99
Metal Planet,pc,2,5.5,0.09,5.99
Forgotten Myths CCG,pc,2,0.0,0.09,0.0
Divine Souls F2P MMO,pc,1,0.0,0.09,0.0
Planetoid Pioneers,pc,2,36.69,0.09,39.99
Road Redemption,pc,2,18.34,0.09,19.99
Gear Up,pc,2,0.0,0.09,0.0
Pure Pool,pc,2,11.92,0.09,12.99
JUJU,pc,2,18.34,0.09,19.99
SPORT1 Live : Duel,pc,2,4.58,0.09,4.99
Chicken Invaders 4,pc,2,4.58,0.09,4.99
Kill Fun Yeah,pc,2,9.17,0.09,9.99
Robocraft,pc,1,0.0,0.09,0.0
Battlezone 98 Redux,pc,2,18.34,0.09,19.99
Psichodelya,pc,2,0.95,0.09,1.04
Screencheat,pc,2,13.75,0.09,14.99
Ryse: Son of Rome,pc,2,18.34,0.09,19.99
Call to Arms,pc,2,22.93,0.09,24.99
BlazeRush,pc,2,9.17,0.09,9.99
BLOCKADE 3D,pc,2,0.0,0.09,0.0
TRISTOY,pc,2,6.41,0.09,6.99
#KILLALLZOMBIES,pc,2,11.0,0.09,11.99
Rugby 15,pc,2,18.34,0.09,19.99
Motorcycle Club,pc,2,9.17,0.09,9.99
Machines At War 3,pc,2,13.75,0.09,14.99
Time of Fury,pc,2,18.34,0.09,19.99
ArcheAge,pc,1,0.0,0.09,0.0
Trove,pc,1,0.0,0.09,0.0
Bloodbath,pc,2,13.75,0.09,14.99
Aeon Command,pc,2,2.74,0.09,2.99
Unturned,pc,2,0.0,0.09,0.0
Battle Islands,pc,2,0.0,0.09,0.0
Blue Estate The Game,pc,2,11.92,0.09,12.99
FranknJohn,pc,2,13.75,0.09,14.99
Servo,pc,2,18.34,0.09,19.99
Heroes of Issachar,pc,2,0.0,0.09,0.0
Dragon: The Game,pc,2,16.5,0.09,17.99
Railroad Pioneer,pc,2,4.58,0.09,4.99
Runers,pc,2,9.17,0.09,9.99
Civil War II,pc,2,36.69,0.09,39.99
Iron Fisticle,pc,2,8.25,0.09,8.99
BattleSpace,pc,1,0.0,0.09,0.0
Fractured Soul,pc,2,9.17,0.09,9.99
Asteria,pc,2,1.83,0.09,1.99
Velvet Sundown,pc,2,0.0,0.09,0.0
Platypus,pc,2,6.41,0.09,6.99
Othello,pc,2,9.17,0.09,9.99
Penarium,pc,2,9.17,0.09,9.99
Curses N Chaos,pc,2,9.17,0.09,9.99
Mortal Kombat X,pc,2,13.75,0.09,14.99
Savage Lands,pc,2,13.75,0.09,14.99
Cricket Captain 2014,pc,2,9.17,0.09,9.99
Minimon,pc,1,9.17,0.09,9.99
Orborun,pc,2,5.5,0.09,5.99
Super Sky Arena,pc,2,13.75,0.09,14.99
NS2: Combat,pc,2,5.5,0.09,5.99
Grand Ages: Medieval,pc,2,27.51,0.09,29.99
Deathtrap,pc,2,18.34,0.09,19.99
DiRT Rally,pc,2,55.04,0.09,59.99
Sky Nations,pc,2,12.83,0.09,13.99
Shiftlings,pc,2,6.87,0.09,7.49
Retrobooster,pc,2,13.75,0.09,14.99
Street Fighter V,pc,2,55.04,0.09,59.99
Rulers of Nations,pc,2,13.75,0.09,14.99
Naval Action,pc,1,36.69,0.09,39.99
Enter the Gungeon,pc,2,13.75,0.09,14.99
Black Ice,pc,2,13.75,0.09,14.99
Bounders and Cads,pc,2,1.83,0.09,1.99
Wild Warfare,pc,2,0.0,0.09,0.0
The Fifth Day,pc,2,13.75,0.09,14.99
SEAL Team 12,pc,2,2.74,0.09,2.99
Simply Chess,pc,2,0.0,0.09,0.0
To End All Wars,pc,2,36.69,0.09,39.99
Hell,pc,2,27.51,0.09,29.99
Legions of Steel,pc,2,18.34,0.09,19.99
Duck Game,pc,2,11.92,0.09,12.99
METAL SLUG X,pc,2,7.33,0.09,7.99
Khet 2.0,pc,2,9.17,0.09,9.99
Zoo Rampage,pc,2,3.66,0.09,3.99
Rugby League Live 3,pc,2,45.86,0.09,49.99
Starion Tactics,pc,2,9.17,0.09,9.99
The Expendabros,pc,2,0.0,0.09,0.0
Farming Simulator 15,pc,2,22.93,0.09,24.99
Boot Hill Heroes,pc,2,8.25,0.09,8.99
Alea Jacta Est,pc,2,22.93,0.09,24.99
Pool Nation FX Lite,pc,2,0.0,0.09,0.0
Boid,pc,2,0.0,0.09,0.0
Deathsmiles,pc,2,18.34,0.09,19.99
Bombing Bastards,pc,2,9.17,0.09,9.99
Obludia,pc,2,2.06,0.09,2.24
CubeZ,pc,2,7.33,0.09,7.99
Chess 2: The Sequel,pc,2,9.17,0.09,9.99
Abatron,pc,2,0.0,0.09,0.0
Rampage Knights,pc,2,11.0,0.09,11.99
Star Saviors,pc,2,1.83,0.09,1.99
Jamsouls,pc,2,3.66,0.09,3.99
Euro Fishing,pc,2,18.34,0.09,19.99
Aware,pc,2,11.92,0.09,12.99
Forsaken Uprising,pc,1,2.74,0.09,2.99
Mighty No. 9,pc,2,18.34,0.09,19.99
Spectre,pc,2,4.58,0.09,4.99
Age of Conquest IV,pc,2,0.0,0.09,0.0
Foresight,pc,2,13.75,0.09,14.99
Woah Dave!,pc,2,4.58,0.09,4.99
CO-OP : Decrypted,pc,2,9.17,0.09,9.99
Polarity,pc,2,1.37,0.09,1.49
Trainz: A New Era,pc,2,36.69,0.09,39.99
Daedalus - No Escape,pc,2,4.58,0.09,4.99
Magic Duels,pc,2,0.0,0.09,0.0
Hangeki,pc,2,9.17,0.09,9.99
Parcel,pc,2,4.58,0.09,4.99
Disney Universe,pc,2,18.34,0.09,19.99
Shadow Puppeteer,pc,2,13.75,0.09,14.99
Tetris(r) Ultimate,pc,2,13.75,0.09,14.99
Kings of Kung Fu,pc,2,9.17,0.09,9.99
Defenders of Time,pc,2,0.0,0.09,0.0
Congo,pc,2,9.17,0.09,9.99
AXYOS,pc,2,7.33,0.09,7.99
Burnstar,pc,2,4.58,0.09,4.99
Disneys Tangled,pc,2,18.34,0.09,19.99
Chaos Reborn,pc,2,18.34,0.09,19.99
Platypus II,pc,2,6.41,0.09,6.99
Space Salvager,pc,2,7.33,0.09,7.99
Duck Dynasty(r),pc,2,36.69,0.09,39.99
Chariot,pc,2,13.75,0.09,14.99
AX:EL - Air XenoDawn,pc,2,11.92,0.09,12.99
Moon Hunters,pc,2,13.75,0.09,14.99
Darkstone,pc,2,1.37,0.09,1.49
Coffin Dodgers,pc,2,10.08,0.09,10.99
Warside,pc,1,0.0,0.09,0.0
Fabula Mortis,pc,2,11.0,0.09,11.99
Wickland,pc,2,0.91,0.09,0.99
UNLOVED,pc,2,13.75,0.09,14.99
Supraball,pc,2,9.17,0.09,9.99
MotoGP(tm)14 Compact,pc,2,9.17,0.09,9.99
Cavern Kings,pc,2,9.17,0.09,9.99
20XX,pc,2,13.75,0.09,14.99
Guns Gore & Cannoli,pc,2,9.17,0.09,9.99
The Repopulation,pc,1,0.0,0.09,0.0
Dont Starve Together,pc,2,13.75,0.09,14.99
War the Game,pc,2,6.41,0.09,6.99
theHunter: Primal,pc,2,9.17,0.09,9.99
Pure Holdem,pc,2,18.34,0.09,19.99
Vagante,pc,2,13.75,0.09,14.99
TERA,pc,1,0.0,0.09,0.0
Super Indie Karts,pc,2,9.17,0.09,9.99
Move or Die,pc,2,13.75,0.09,14.99
Rising World,pc,2,13.75,0.09,14.99
Kalimba,pc,2,9.17,0.09,9.99
CodeSpells,pc,2,18.34,0.09,19.99
VoidExpanse,pc,2,13.75,0.09,14.99
Bus Simulator 16,pc,2,22.93,0.09,24.99
TOTM,pc,2,7.33,0.09,7.99
Desert Ashes,pc,2,4.58,0.09,4.99
SinaRun,pc,2,2.74,0.09,2.99
Boundless,pc,1,32.1,0.09,34.99
TOXIKK(tm),pc,2,0.0,0.09,0.0
BEARZERKERS,pc,2,11.92,0.09,12.99
Metaverse,pc,2,18.34,0.09,19.99
Sword Coast Legends,pc,2,18.34,0.09,19.99
Total War: ATTILA,pc,2,41.28,0.09,44.99
Windward,pc,2,9.17,0.09,9.99
ShellShock Live,pc,2,6.41,0.09,6.99
Club Manager 2015,pc,2,9.17,0.09,9.99
Worms W.M.D,pc,2,27.51,0.09,29.99
Gloria Victis,pc,1,18.34,0.09,19.99
Out of Reach,pc,1,13.75,0.09,14.99
Deadstone,pc,2,9.17,0.09,9.99
Journey of the King,pc,2,1.83,0.09,1.99
Tales Runner,pc,2,0.0,0.09,0.0
Reflex,pc,2,9.17,0.09,9.99
Frozen Synapse Prime,pc,2,22.93,0.09,24.99
Deer Hunt Legends,pc,2,4.58,0.09,4.99
One Last Day,pc,2,11.92,0.09,12.99
Fritz for Fun 13,pc,2,18.34,0.09,19.99
Gems of War,pc,2,0.0,0.09,0.0
QbQbQb,pc,2,4.58,0.09,4.99
JumpJet Rex,pc,2,9.17,0.09,9.99
R.B.I. Baseball 15,pc,2,18.34,0.09,19.99
Krosmaster Arena,pc,2,0.0,0.09,0.0
Kingdoms CCG,pc,2,0.0,0.09,0.0
Wild Frontera,pc,2,4.58,0.09,4.99
Pix the Cat,pc,2,9.17,0.09,9.99
Warlocks vs Shadows,pc,2,12.83,0.09,13.99
Runes of Brennos,pc,2,4.58,0.09,4.99
Celestial Command,pc,2,7.33,0.09,7.99
Noct,pc,2,9.17,0.09,9.99
DiscStorm,pc,2,11.0,0.09,11.99
Redemption,pc,1,13.75,0.09,14.99
Disney*Pixar Cars,pc,2,18.34,0.09,19.99
Grass Simulator,pc,2,0.91,0.09,0.99
Thief Town,pc,2,7.33,0.09,7.99
Executive Assault,pc,2,11.92,0.09,12.99
Carmageddon TDR 2000,pc,2,4.58,0.09,4.99
Why So Evil,pc,2,1.83,0.09,1.99
Disney*Pixar WALL-E,pc,2,18.34,0.09,19.99
The Next Penelope,pc,2,11.92,0.09,12.99
LEGO(r) Worlds,pc,2,13.75,0.09,14.99
Battle Fleet 2,pc,2,13.75,0.09,14.99
GRAV,pc,2,18.34,0.09,19.99
Shutshimi,pc,2,9.17,0.09,9.99
Amazing Frog?,pc,2,14.67,0.09,15.99
Barbarian Brawl,pc,2,9.17,0.09,9.99
Friendship Club,pc,2,11.0,0.09,11.99
National Zombie Park,pc,2,7.33,0.09,7.99
Storm United,pc,2,18.34,0.09,19.99
Do Not Fall,pc,2,9.17,0.09,9.99
Star Rangers(tm),pc,2,11.0,0.09,11.99
Cults and Daggers,pc,2,27.51,0.09,29.99
Cossacks 3,pc,2,0.0,0.09,0.0
Neocolonialism,pc,2,3.66,0.09,3.99
Medieval Engineers,pc,2,18.34,0.09,19.99
A Druids Duel,pc,2,7.33,0.09,7.99
Epic Arena,pc,2,0.0,0.09,0.0
Down To One,pc,2,0.91,0.09,0.99
Extreme Exorcism,pc,2,11.92,0.09,12.99
Roche Fusion,pc,2,11.01,0.09,12.0
Insanitys Blade,pc,2,5.5,0.09,5.99
Fortified,pc,2,13.75,0.09,14.99
Town of Salem,pc,2,4.58,0.09,4.99
Square Heroes,pc,2,4.58,0.09,4.99
Soccertron,pc,2,4.58,0.09,4.99
Moving Hazard,pc,2,9.17,0.09,9.99
Drive to Hell,pc,2,4.58,0.09,4.99
VRC PRO,pc,2,16.5,0.09,17.99
Biology Battle,pc,2,4.58,0.09,4.99
Dwarf Tower,pc,2,2.74,0.09,2.99
200% Mixed Juice!,pc,2,6.41,0.09,6.99
ManaCollect,pc,2,2.56,0.09,2.79
Transformice,pc,1,0.0,0.09,0.0
Brick-Force,pc,2,0.0,0.09,0.0
Grimoire: Manastorm,pc,2,9.17,0.09,9.99
Light Bound,pc,2,9.17,0.09,9.99
Nanofights,pc,2,4.58,0.09,4.99
Insecters War,pc,2,0.0,0.09,0.0
Combat Monsters,pc,2,0.0,0.09,0.0
Sky Mercenaries,pc,2,9.17,0.09,9.99
Virtual Pool 4,pc,2,22.93,0.09,24.99
Just Death,pc,2,13.75,0.09,14.99
Bloodsports.TV,pc,2,9.17,0.09,9.99
Anno Online,pc,2,0.0,0.09,0.0
HIT,pc,2,0.0,0.09,0.0
TREBUCHET,pc,2,9.17,0.09,9.99
KWAAN,pc,1,9.17,0.09,9.99
Ostrich Island,pc,2,4.58,0.09,4.99
Karos,pc,1,0.0,0.09,0.0
Zombie Vikings,pc,2,11.0,0.09,11.99
Battletank LOBA,pc,2,9.17,0.09,9.99
The SKIES,pc,1,0.0,0.09,0.0
ClusterPuck 99,pc,2,9.17,0.09,9.99
Bears Cant Drift!?,pc,2,9.17,0.09,9.99
Ratz Instagib,pc,2,8.25,0.09,8.99
Batla,pc,2,0.0,0.09,0.0
Super Treasure Arena,pc,2,5.86,0.09,6.39
Nightbanes,pc,1,0.0,0.09,0.0
Trouble In The Manor,pc,2,0.91,0.09,0.99
Seven Kingdoms 2 HD,pc,2,4.58,0.09,4.99
Demise of Nations,pc,2,0.0,0.09,0.0
Hollows Land,pc,2,0.0,0.09,0.0
Ukrainian Ninja,pc,2,1.83,0.09,1.99
Strife(r),pc,2,0.0,0.09,0.0
Artizens,pc,2,9.17,0.09,9.99
VEGA Conflict,pc,1,0.0,0.09,0.0
Paperbound,pc,2,9.17,0.09,9.99
I Gladiator,pc,2,7.33,0.09,7.99
rFactor,pc,2,22.93,0.09,24.99
AoF World Online,pc,1,18.34,0.09,19.99
Uncraft World,pc,2,6.14,0.09,6.69
Shadows of War,pc,2,2.74,0.09,2.99
Deity Quest,pc,2,9.17,0.09,9.99
Quintet,pc,2,0.0,0.09,0.0
Grand Class Melee 2,pc,2,9.17,0.09,9.99
Project Green Beat,pc,2,4.58,0.09,4.99
Tallowmere,pc,2,4.58,0.09,4.99
TDP4:Team Battle,pc,2,0.0,0.09,0.0
WolfWars,pc,2,4.58,0.09,4.99
Bunny Bash,pc,2,14.67,0.09,15.99
Gunslugs 2,pc,2,4.58,0.09,4.99
Deepworld,pc,1,0.0,0.09,0.0
Pulsen,pc,2,13.75,0.09,14.99
Pluck,pc,2,9.17,0.09,9.99
Colonial Conquest,pc,2,9.17,0.09,9.99
NeXus: One Core,pc,2,4.58,0.09,4.99
Paparazzi,pc,2,1.83,0.09,1.99
Stardust Vanguards,pc,2,9.17,0.09,9.99
Super Cyborg,pc,2,4.58,0.09,4.99
Throbax TD,pc,2,2.74,0.09,2.99
Barren Roads,pc,2,8.25,0.09,8.99
Lux Delux,pc,2,9.17,0.09,9.99
Dispatcher,pc,2,4.58,0.09,4.99
Games of Glory,pc,2,0.0,0.09,0.0
Manyland,pc,1,8.25,0.09,8.99
Gunscape,pc,2,0.0,0.09,0.0
HyperRogue,pc,2,4.58,0.09,4.99
Samudai,pc,2,2.74,0.09,2.99
Synonymy,pc,2,1.83,0.09,1.99
Toto Temple Deluxe,pc,2,9.17,0.09,9.99
Motorbike,pc,2,4.58,0.09,4.99
Crash Drive 2,pc,2,4.58,0.09,4.99
Bob Was Hungry,pc,2,9.17,0.09,9.99
CroNix,pc,2,0.0,0.09,0.0
Anti-Opoly,pc,2,9.17,0.09,9.99
Valiant,pc,2,18.34,0.09,19.99
Immortal Empire,pc,2,0.0,0.09,0.0
Janky Tanks,pc,2,4.58,0.09,4.99
CRYPTARK,pc,2,13.75,0.09,14.99
Reign Of Kings,pc,2,18.34,0.09,19.99
In Exilium,pc,2,3.66,0.09,3.99
Victor Vran ARPG,pc,2,18.34,0.09,19.99
Tasty Blue,pc,2,5.5,0.09,5.99
Block Legend DX,pc,2,4.58,0.09,4.99
RIDE,pc,2,36.69,0.09,39.99
Damned Nation Reborn,pc,2,11.92,0.09,12.99
Martial Law,pc,2,2.74,0.09,2.99
Lif,pc,1,8.25,0.09,8.99
BrainBread 2,pc,2,0.0,0.09,0.0
Into The War,pc,2,0.0,0.09,0.0
Musclecar Online,pc,1,2.74,0.09,2.99
Tennis Elbow 2013,pc,2,22.93,0.09,24.99
Toy Wars Invasion,pc,2,11.0,0.09,11.99
Sky Battles,pc,2,6.41,0.09,6.99
GOCCO OF WAR,pc,2,18.34,0.09,19.99
Undead Shadows,pc,2,3.66,0.09,3.99
OBEY,pc,2,13.75,0.09,14.99
The Cosmos is MINE!,pc,2,9.17,0.09,9.99
Mayan Death Robots,pc,2,13.75,0.09,14.99
16 Bit Arena,pc,1,0.0,0.09,0.0
Natural Soccer,pc,2,9.17,0.09,9.99
Street Arena,pc,2,6.41,0.09,6.99
Trackday Manager,pc,2,11.0,0.09,11.99
