game_name,game_code,type,cost_price,tax,sale_price
Grenade Madness,pc,2,9.17,0.09,9.99
Mimic Arena,pc,2,7.33,0.09,7.99
Special Tactics,pc,2,9.17,0.09,9.99
INVERSUS,pc,2,13.75,0.09,14.99
Rhinos Rage,pc,2,6.41,0.09,6.99
Heliborne,pc,2,9.17,0.09,9.99
Premium Pool,pc,2,0.0,0.09,0.0
Masked Shooters 2,pc,2,0.91,0.09,0.99
Simutrans,pc,2,0.0,0.09,0.0
Blood and Bacon,pc,2,0.82,0.09,0.89
Lost Castle,pc,2,9.17,0.09,9.99
Half Dead,pc,2,1.83,0.09,1.99
Planet 1138,pc,2,5.5,0.09,5.99
Eight Mini Racers,pc,2,0.91,0.09,0.99
NotCoD(tm),pc,2,4.58,0.09,4.99
Pierhead Arcade,pc,2,9.17,0.09,9.99
My Tower My Home,pc,2,6.41,0.09,6.99
Governor of Poker 3,pc,2,0.0,0.09,0.0
Detached,pc,2,18.34,0.09,19.99
Ultimate Arena,pc,2,10.23,0.09,11.15
Beyond The Destiny,pc,1,8.25,0.09,8.99
Soup: the Game,pc,2,1.83,0.09,1.99
Line of Sight,pc,2,9.17,0.09,9.99
Bullshot,pc,2,1.83,0.09,1.99
Kings and Heroes,pc,2,18.34,0.09,19.99
Tank Brawl,pc,2,3.66,0.09,3.99
The Culling,pc,2,13.75,0.09,14.99
Toys of War,pc,2,13.75,0.09,14.99
Project Graviton,pc,2,1.83,0.09,1.99
Party Jousting,pc,2,0.0,0.09,0.0
Tricky Towers,pc,2,13.75,0.09,14.99
Dead6hot,pc,2,0.91,0.09,0.99
Shakes and Fidget,pc,1,0.0,0.09,0.0
Surfingers,pc,2,1.83,0.09,1.99
Star Realms,pc,2,0.0,0.09,0.0
LILT,pc,2,4.58,0.09,4.99
SCORE,pc,1,9.17,0.09,9.99
Soccer Manager,pc,1,0.0,0.09,0.0
One Troll Army,pc,2,0.0,0.09,0.0
Random Access Murder,pc,2,2.74,0.09,2.99
Legends of Callasia,pc,2,0.0,0.09,0.0
Of Carrots And Blood,pc,2,2.74,0.09,2.99
XO-Planets,pc,2,7.33,0.09,7.99
Eclipsed,pc,2,5.5,0.09,5.99
Risky Rescue,pc,2,0.91,0.09,0.99
bit Dungeon+,pc,2,3.66,0.09,3.99
Overpower,pc,2,8.25,0.09,8.99
1943 Megami Strike,pc,2,8.25,0.09,8.99
Fragmented,pc,2,9.17,0.09,9.99
Drawful 2,pc,2,9.17,0.09,9.99
Riders of Icarus,pc,1,0.0,0.09,0.0
Iron Madness,pc,2,0.0,0.09,0.0
UFO Online: Invasion,pc,1,0.0,0.09,0.0
Vega Tank,pc,2,4.58,0.09,4.99
LASTFIGHT,pc,2,13.75,0.09,14.99
Chicku,pc,2,1.83,0.09,1.99
Riptide GP: Renegade,pc,2,13.75,0.09,14.99
Techwars Online,pc,1,9.17,0.09,9.99
Tankr,pc,2,11.0,0.09,11.99
Broken Dreams,pc,2,1.83,0.09,1.99
SpellKnights,pc,2,0.0,0.09,0.0
Bloons TD Battles,pc,2,0.0,0.09,0.0
Concrete and Steel,pc,2,11.92,0.09,12.99
Combat Racers,pc,2,6.41,0.09,6.99
Death Stair,pc,2,4.58,0.09,4.99
Zaccaria Pinball,pc,2,0.0,0.09,0.0
Paintey,pc,2,9.17,0.09,9.99
Tatsu,pc,2,9.17,0.09,9.99
Toy Plane Heroes,pc,2,11.92,0.09,12.99
Operation KREEP,pc,2,2.74,0.09,2.99
Mantis Burn Racing,pc,2,11.92,0.09,12.99
Glitchrunners,pc,2,11.92,0.09,12.99
XLR,pc,2,4.58,0.09,4.99
Shattered Skies,pc,1,22.93,0.09,24.99
Day of Infamy,pc,2,18.34,0.09,19.99
XCavalypse,pc,2,5.5,0.09,5.99
Red Risk,pc,2,0.91,0.09,0.99
Fibbage XL,pc,2,9.17,0.09,9.99
AsteroidsHD,pc,2,0.91,0.09,0.99
Hybrid Animals,pc,2,6.41,0.09,6.99
GIBZ,pc,2,4.58,0.09,4.99
Overcooked,pc,2,15.59,0.09,16.99
Deranged Rabbits,pc,2,4.58,0.09,4.99
Draw Rider,pc,2,1.83,0.09,1.99
GEO Master,pc,2,2.74,0.09,2.99
VirZOOM Arcade,pc,2,0.0,0.09,0.0
Spells n Stuff,pc,2,7.33,0.09,7.99
Istrolid,pc,2,0.0,0.09,0.0
Dino Eggs: Rebirth,pc,2,9.17,0.09,9.99
Grid Masters,pc,2,6.41,0.09,6.99
Minis Magic World,pc,2,6.41,0.09,6.99
Chicken Invaders 2,pc,2,3.66,0.09,3.99
Capitalism Plus,pc,2,5.5,0.09,5.99
Bullet Force,pc,2,0.0,0.09,0.0
Assault on Arnhem,pc,2,9.17,0.09,9.99
Metris Soccer,pc,2,10.08,0.09,10.99
Rocket Shooter,pc,2,6.41,0.09,6.99
Wartune,pc,1,0.0,0.09,0.0
CounterAttack,pc,2,7.33,0.09,7.99
Out of Ammo,pc,2,18.34,0.09,19.99
One Clone Left,pc,2,7.33,0.09,7.99
Party Saboteurs,pc,2,9.17,0.09,9.99
Koihime Enbu,pc,2,36.69,0.09,39.99
Powargrid,pc,2,0.0,0.09,0.0
Destinations,pc,2,0.0,0.09,0.0
Madness Cubed,pc,1,5.5,0.09,5.99
MiniGolf Mania,pc,2,2.74,0.09,2.99
TableTop Soccer,pc,2,4.58,0.09,4.99
Last Will,pc,2,11.92,0.09,12.99
Boundel,pc,1,0.91,0.09,0.99
Warbit,pc,2,0.91,0.09,0.99
CrazyCars3D,pc,2,2.74,0.09,2.99
The HinterLands,pc,2,2.74,0.09,2.99
Rally Copters,pc,2,6.41,0.09,6.99
Age of Cavemen,pc,1,0.0,0.09,0.0
Demons Crystals,pc,2,9.17,0.09,9.99
World Of Undead,pc,2,9.17,0.09,9.99
Atriage,pc,2,9.17,0.09,9.99
Project Starship,pc,2,0.91,0.09,0.99
Stay Close,pc,2,0.0,0.09,0.0
PAC-MAN 256,pc,2,4.58,0.09,4.99
YamaYama,pc,2,6.41,0.09,6.99
Domain Defense,pc,2,8.25,0.09,8.99
Smash Pixel Racing,pc,2,2.74,0.09,2.99
Flag N Frag,pc,2,2.74,0.09,2.99
Dual Core,pc,2,4.58,0.09,4.99
StarsOne,pc,2,9.17,0.09,9.99
HoloBall,pc,2,9.17,0.09,9.99
Moustache Mountain,pc,2,1.83,0.09,1.99
Bigscreen Beta,pc,2,0.0,0.09,0.0
SpiritSphere,pc,2,4.58,0.09,4.99
Plastic Playground,pc,2,0.0,0.09,0.0
Xenoraid,pc,2,0.0,0.09,0.0
Nanotris,pc,2,6.41,0.09,6.99
Blade Ballet,pc,2,13.75,0.09,14.99
Rolld,pc,2,0.45,0.09,0.49
PICO PARK,pc,2,4.58,0.09,4.99
SurrealVR,pc,1,0.0,0.09,0.0
Riding Out,pc,1,18.34,0.09,19.99
Massive,pc,2,9.17,0.09,9.99
Protonwar,pc,2,13.75,0.09,14.99
Drone Racing,pc,2,9.17,0.09,9.99
Forge of Gods (RPG),pc,1,0.0,0.09,0.0
Cyberpong VR,pc,2,13.75,0.09,14.99
3 Coins At School,pc,2,4.58,0.09,4.99
Sweet Escape VR,pc,2,18.34,0.09,19.99
Super Kaiju,pc,2,18.34,0.09,19.99
Cricket Captain 2016,pc,2,22.93,0.09,24.99
Hero Battle,pc,2,9.17,0.09,9.99
Super Blue Fighter,pc,2,0.91,0.09,0.99
Codex of Victory,pc,2,9.17,0.09,9.99
BloodGate,pc,2,8.25,0.09,8.99
Vroomist,pc,2,6.41,0.09,6.99
Pitfall Planet,pc,2,9.17,0.09,9.99
EXZEAL,pc,2,11.0,0.09,11.99
TRIZEAL Remix,pc,2,11.0,0.09,11.99
Project G,pc,2,7.33,0.09,7.99
THE LAST BLADE,pc,2,9.17,0.09,9.99
Shaolin vs Wutang,pc,2,11.92,0.09,12.99
Super Cube Smash,pc,2,9.17,0.09,9.99
Warriors Wrath,pc,2,6.41,0.09,6.99
Dont Crawl,pc,2,8.25,0.09,8.99
Worm.is: The Game,pc,2,0.0,0.09,0.0
God of Word,pc,2,0.0,0.09,0.0
Trappers Delight,pc,2,9.17,0.09,9.99
Zero G Arena,pc,2,0.0,0.09,0.0
SWORDY,pc,2,13.75,0.09,14.99
EPThCH,pc,2,13.75,0.09,14.99
Trap House,pc,2,9.17,0.09,9.99
VR Regatta,pc,2,0.0,0.09,0.0
Mini Golf Mundo,pc,2,4.58,0.09,4.99
Blind Trust,pc,2,0.0,0.09,0.0
The Concourse,pc,2,9.17,0.09,9.99
Arkshot,pc,2,4.58,0.09,4.99
Shattered Throne,pc,2,7.33,0.09,7.99
hackmud,pc,1,0.0,0.09,0.0
Spellgear,pc,2,18.34,0.09,19.99
Funklift,pc,2,9.17,0.09,9.99
WarFire,pc,2,0.0,0.09,0.0
Dont Drop the Bass,pc,2,2.74,0.09,2.99
Rec Room,pc,2,0.0,0.09,0.0
Rocket Ski Racing,pc,2,4.58,0.09,4.99
Ortus Regni,pc,2,0.0,0.09,0.0
HELP: THE GAME,pc,2,13.75,0.09,14.99
Bullet Life 2010,pc,2,1.83,0.09,1.99
Killbot,pc,1,1.83,0.09,1.99
Airship Asunder,pc,2,9.17,0.09,9.99
Pixel Day - Gun Z,pc,2,0.91,0.09,0.99
Kalonline,pc,1,0.0,0.09,0.0
Human: Fall Flat,pc,2,13.75,0.09,14.99
Chamber 19,pc,2,13.75,0.09,14.99
Shard Games,pc,2,8.25,0.09,8.99
Magma Tsunami,pc,2,0.91,0.09,0.99
Mansions of Madness,pc,2,0.0,0.09,0.0
Drunk Wizards,pc,2,7.33,0.09,7.99
Space Universe,pc,2,13.75,0.09,14.99
Floppy Heroes,pc,2,1.92,0.09,2.09
Dogfight Elite,pc,2,18.34,0.09,19.99
Mini Thief,pc,2,3.66,0.09,3.99
Hero Zero,pc,1,0.0,0.09,0.0
Guns N Boxes,pc,2,0.0,0.09,0.0
Battle Dome,pc,2,13.75,0.09,14.99
Crazy Otto,pc,2,6.41,0.09,6.99
Cthulhu Realms,pc,2,0.0,0.09,0.0
Talent Not Included,pc,2,11.92,0.09,12.99
Head Shot,pc,2,1.83,0.09,1.99
Mad Combat Marines,pc,2,0.54,0.09,0.59
Citadel,pc,2,2.74,0.09,2.99
Pick a Hero,pc,2,0.91,0.09,0.99
Square Arena,pc,2,11.0,0.09,11.99
Spooky Heroes,pc,2,4.58,0.09,4.99
TOKYO WARFARE,pc,2,13.75,0.09,14.99
Beasts Battle,pc,2,0.91,0.09,0.99
Trials of Azra,pc,2,8.25,0.09,8.99
Spaera,pc,2,9.17,0.09,9.99
Totally Unbalanced,pc,2,3.66,0.09,3.99
Ludo Supremo,pc,2,2.74,0.09,2.99
Gun Done,pc,2,0.91,0.09,0.99
The Karters,pc,2,0.0,0.09,0.0
Dream Car Racing 3D,pc,2,0.0,0.09,0.0
Fly OClock,pc,2,0.45,0.09,0.49
Robot Legions Reborn,pc,2,1.83,0.09,1.99
Aiball,pc,2,1.83,0.09,1.99
Duckie Dash,pc,2,9.17,0.09,9.99
Take Thy Throne,pc,1,3.66,0.09,3.99
Pixel Cup Soccer 17,pc,2,9.17,0.09,9.99
Throne Rushers,pc,2,1.83,0.09,1.99
Battle Knights,pc,2,2.74,0.09,2.99
Ballistic Tanks,pc,2,0.0,0.09,0.0
World VR Competition,pc,2,13.75,0.09,14.99
Ragnarok Clicker,pc,2,0.0,0.09,0.0
Thanatos,pc,1,0.0,0.09,0.0
VR Disc Golf,pc,2,9.17,0.09,9.99
Fairyland: Incursion,pc,2,2.74,0.09,2.99
Rivais Em Batalha,pc,2,0.0,0.09,0.0
Splash Bash,pc,2,13.75,0.09,14.99
WARZONE,pc,2,2.74,0.09,2.99
Bowl VR,pc,2,6.41,0.09,6.99
VeeR Pong,pc,2,9.17,0.09,9.99
Baskhead,pc,2,4.58,0.09,4.99
Divided We Fall,pc,2,11.92,0.09,12.99
Lance A Lot,pc,2,0.0,0.09,0.0
Onward,pc,2,22.93,0.09,24.99
Paddle Up,pc,2,9.17,0.09,9.99
Running Gods,pc,2,4.12,0.09,4.49
M.EXE,pc,2,13.75,0.09,14.99
Search & Kill,pc,2,3.66,0.09,3.99
Locus Solus,pc,1,0.0,0.09,0.0
Brick Battalion,pc,2,9.17,0.09,9.99
MIGHT,pc,2,4.58,0.09,4.99
GravPool,pc,2,8.25,0.09,8.99
Project Hovercraft,pc,2,13.75,0.09,14.99
8-Bit Hordes,pc,2,13.75,0.09,14.99
Zezenia Online,pc,1,0.0,0.09,0.0
Doodle WHAT?!,pc,2,9.17,0.09,9.99
Jurassic Survival,pc,2,8.25,0.09,8.99
AquaNimble,pc,2,0.0,0.09,0.0
SurvHive,pc,2,13.75,0.09,14.99
Crystal Control II,pc,2,2.74,0.09,2.99
Ascension VR,pc,2,9.17,0.09,9.99
Cubic complex,pc,2,0.91,0.09,0.99
Moribund,pc,2,6.41,0.09,6.99
Endangered,pc,2,4.58,0.09,4.99
Axis Football 2016,pc,2,18.34,0.09,19.99
Space Ribbon,pc,2,11.92,0.09,12.99
Dropship Down,pc,2,4.58,0.09,4.99
Super Markup Man,pc,2,3.66,0.09,3.99
Strike.is: The Game,pc,2,0.0,0.09,0.0
Legends of Azulgar,pc,1,0.0,0.09,0.0
Dungeon Punks,pc,2,13.75,0.09,14.99
Samurai Wars,pc,2,1.83,0.09,1.99
Dig 4 Destruction,pc,2,11.0,0.09,11.99
Mahluk:Dark demon,pc,2,1.83,0.09,1.99
Elven Assassin,pc,2,5.13,0.09,5.59
Will of the Gods,pc,2,2.74,0.09,2.99
The Gods Chain,pc,2,7.33,0.09,7.99
Hover Havoc,pc,2,9.17,0.09,9.99
Grid Legion Storm,pc,2,5.5,0.09,5.99
Blockships,pc,2,6.41,0.09,6.99
King of Spin VR,pc,2,27.51,0.09,29.99
Shop Heroes,pc,2,0.0,0.09,0.0
Party Panic,pc,2,15.59,0.09,16.99
BlackSmith HIT,pc,2,0.91,0.09,0.99
Painted Legend,pc,2,4.58,0.09,4.99
Flat Heroes,pc,2,13.75,0.09,14.99
Pinga Ponga,pc,2,2.74,0.09,2.99
Worldy Cup,pc,2,9.17,0.09,9.99
Forgotten Heroes,pc,2,0.91,0.09,0.99
Super Destronaut,pc,2,1.83,0.09,1.99
Big Bang Empire,pc,1,0.0,0.09,0.0
Evolvation,pc,2,18.34,0.09,19.99
DodgeBall Blitz,pc,2,13.75,0.09,14.99
Adventure Of Thieves,pc,2,4.58,0.09,4.99
Tablemen,pc,2,0.0,0.09,0.0
ONRAID,pc,1,9.17,0.09,9.99
Box Maze,pc,2,2.19,0.09,2.39
MOTORGUN,pc,2,9.17,0.09,9.99
Unbox,pc,2,14.67,0.09,15.99
IACTURA,pc,2,0.91,0.09,0.99
Kuboom,pc,2,0.0,0.09,0.0
Path of War,pc,1,0.0,0.09,0.0
Panzer Warfare,pc,2,1.83,0.09,1.99
Alpha Decay,pc,2,11.0,0.09,11.99
Oh No! Bugs!,pc,2,4.58,0.09,4.99
GunWorld 2,pc,2,7.33,0.09,7.99
Gun Brothers,pc,2,9.17,0.09,9.99
Fantastic Checkers 2,pc,2,1.83,0.09,1.99
TankYou!,pc,2,0.0,0.09,0.0
Orake 2D MMORPG,pc,1,0.0,0.09,0.0
Chaos Of Hearts,pc,1,4.12,0.09,4.49
Virtual Warfighter,pc,2,22.93,0.09,24.99
Tank Tread,pc,2,9.17,0.09,9.99
Cowbots and Aliens,pc,2,0.0,0.09,0.0
Redout,pc,2,32.1,0.09,34.99
XMODULE,pc,2,8.25,0.09,8.99
Tuebor,pc,1,0.0,0.09,0.0
Blind Blades,pc,2,4.58,0.09,4.99
Black Forest,pc,2,0.0,0.09,0.0
Footbrawl Playground,pc,2,5.5,0.09,5.99
Loot or Die,pc,2,1.09,0.09,1.19
Thick Air,pc,2,7.33,0.09,7.99
Brawlderdash,pc,2,2.74,0.09,2.99
Adventurous Life VR,pc,2,16.32,0.09,17.79
MY FIGHT,pc,2,0.0,0.09,0.0
Chess Knight 2,pc,2,4.58,0.09,4.99
What The Box?,pc,2,3.66,0.09,3.99
Cockroach Simulator,pc,2,0.0,0.09,0.0
Diesel Guns,pc,2,2.74,0.09,2.99
NBA 2K17,pc,2,55.04,0.09,59.99
Rogue Operatives,pc,2,0.0,0.09,0.0
Osiris: New Dawn,pc,1,0.0,0.09,0.0
Chalo Chalo,pc,2,0.0,0.09,0.0
CLASH,pc,2,45.86,0.09,49.99
Formicide,pc,2,7.42,0.09,8.09
Paladins,pc,2,0.0,0.09,0.0
Smash Up,pc,2,0.0,0.09,0.0
GraveRun,pc,2,8.25,0.09,8.99
Final Days,pc,2,0.0,0.09,0.0
Deceit,pc,2,0.0,0.09,0.0
Ancient Go,pc,2,4.58,0.09,4.99
Pandum online,pc,1,0.0,0.09,0.0
Meadow,pc,2,0.0,0.09,0.0
Astroflux,pc,1,0.0,0.09,0.0
Conga Master,pc,2,9.17,0.09,9.99
Ortus Arena,pc,2,0.0,0.09,0.0
Laser Lasso BALL,pc,2,3.66,0.09,3.99
Gunnihilation,pc,2,13.75,0.09,14.99
Rollout,pc,2,0.0,0.09,0.0
Shotgun Raiders,pc,2,9.17,0.09,9.99
CHEXS,pc,2,7.33,0.09,7.99
So Many Cubes,pc,2,0.0,0.09,0.0
Legends of Time,pc,2,3.89,0.09,4.24
POLYCRUSHER,pc,2,0.0,0.09,0.0
Drop Out 0,pc,2,5.5,0.09,5.99
8infinity,pc,2,0.82,0.09,0.89
Cranium Conundrum,pc,2,4.94,0.09,5.39
Bad ass babes,pc,2,9.17,0.09,9.99
Kyurinagas Revenge,pc,2,0.0,0.09,0.0
Beyond Power VR,pc,2,0.0,0.09,0.0
Pixel-Warfare: Pro,pc,2,4.58,0.09,4.99
ShapeRockets,pc,2,0.0,0.09,0.0
Wheres My What?,pc,2,4.12,0.09,4.49
Hired Ops,pc,2,9.17,0.09,9.99
Nova Blitz,pc,2,0.0,0.09,0.0
Stellar Overload,pc,2,18.34,0.09,19.99
Business Tour,pc,2,0.0,0.09,0.0
Bugspeed Collider,pc,2,4.58,0.09,4.99
Blockpocalypse,pc,2,9.17,0.09,9.99
Infinite Minigolf,pc,2,13.75,0.09,14.99
Shadowverse,pc,2,0.0,0.09,0.0
High Octane Drift,pc,1,0.0,0.09,0.0
Winning Putt,pc,2,0.0,0.09,0.0
Birdsketball,pc,2,4.58,0.09,4.99
Space Jammers,pc,2,0.0,0.09,0.0
Hide and Shriek,pc,2,4.39,0.09,4.79
Hat Trick Header,pc,2,9.17,0.09,9.99
Astral Heroes,pc,1,0.0,0.09,0.0
Overdriven Reloaded,pc,2,8.25,0.09,8.99
White Noise 2,pc,2,0.0,0.09,0.0
Anyland,pc,1,11.0,0.09,11.99
Super Grav,pc,2,0.0,0.09,0.0
World of Golf,pc,2,13.75,0.09,14.99
Hunger Dungeon,pc,2,0.0,0.09,0.0
Climbey,pc,2,7.79,0.09,8.49
Drive on Moscow,pc,2,0.0,0.09,0.0
The Fishing Club 3D,pc,2,0.0,0.09,0.0
BANG BANG BANG!,pc,2,0.0,0.09,0.0
Galaxy of Trian,pc,2,9.17,0.09,9.99
Janken Cards,pc,2,4.58,0.09,4.99
DOPAMINE,pc,2,3.66,0.09,3.99
12 orbits,pc,2,1.37,0.09,1.49
VR The Diner Duo,pc,2,0.0,0.09,0.0
Sophies Guardian,pc,2,6.18,0.09,6.74
emoj.io,pc,1,0.0,0.09,0.0
Polygod,pc,2,9.17,0.09,9.99
Fast Action Hero,pc,2,11.0,0.09,11.99
Fire in the Goal,pc,2,0.0,0.09,0.0
Climbtime,pc,2,0.0,0.09,0.0
WAR7,pc,2,0.0,0.09,0.0
JumpBall,pc,2,1.83,0.09,1.99
Feel The Snow,pc,2,8.25,0.09,8.99
Party Golf,pc,2,0.0,0.09,0.0
My Mom is a Witch,pc,2,0.0,0.09,0.0
Racecar.io,pc,1,0.0,0.09,0.0
Starfighter Arduxim,pc,2,2.93,0.09,3.19
Dawn of Warriors,pc,2,4.58,0.09,4.99
Clickdraw Clicker,pc,2,0.91,0.09,0.99
Super Puzzle Sisters,pc,2,7.33,0.09,7.99
Pumpkin SculptrVR,pc,2,0.0,0.09,0.0
Hover Hazard,pc,2,1.37,0.09,1.49
Brief Karate Foolish,pc,2,0.0,0.09,0.0
Vanguards,pc,2,0.0,0.09,0.0
Pixel Soccer,pc,2,0.0,0.09,0.0
Stellar Stars,pc,2,0.0,0.09,0.0
Ball of Wonder,pc,2,2.19,0.09,2.39
Emergency 2017,pc,2,33.02,0.09,35.99
Evil Orbs,pc,2,3.66,0.09,3.99
Killing Zombies,pc,2,2.74,0.09,2.99
Brumm,pc,2,0.0,0.09,0.0
Slap The Fly,pc,2,0.0,0.09,0.0
Septic Savages,pc,2,0.0,0.09,0.0
Celestial Breach,pc,2,0.0,0.09,0.0
Dofus,pc,1,0.0,0.09,0.0
DeathCrank,pc,2,0.0,0.09,0.0
Siegecraft Commander,pc,2,0.0,0.09,0.0
Gods and Idols,pc,1,0.0,0.09,0.0
Melon Simulator,pc,2,9.17,0.09,9.99
Mindball Play,pc,2,6.41,0.09,6.99
Wincars Racer,pc,2,11.0,0.09,11.99
Quantum Chess,pc,2,0.0,0.09,0.0
Spider Wars,pc,2,13.75,0.09,14.99
FrightShow Fighter,pc,2,9.17,0.09,9.99
Steep,pc,2,55.04,0.09,59.99
Last Survivor,pc,2,11.92,0.09,12.99
Runbow,pc,2,13.75,0.09,14.99
Genital Jousting,pc,2,4.58,0.09,4.99
Emberdoom,pc,2,9.17,0.09,9.99
Angeldust,pc,1,0.0,0.09,0.0
ConflictCraft,pc,2,1.92,0.09,2.09
Bicyclism EP,pc,2,7.33,0.09,7.99
Project Lounge,pc,2,5.5,0.09,5.99
Unreal Heroes,pc,2,9.17,0.09,9.99
Crate Punks,pc,2,0.91,0.09,0.99
NBA 2KVR Experience,pc,2,13.75,0.09,14.99
INTERSHELTER,pc,1,11.92,0.09,12.99
Garden Wars,pc,2,4.58,0.09,4.99
Handball 17,pc,2,41.28,0.09,44.99
DonutsnJustice,pc,2,4.58,0.09,4.99
Patchwork,pc,2,3.2,0.09,3.49
Drunkn Bar Fight,pc,2,11.0,0.09,11.99
Operation: New Earth,pc,1,0.0,0.09,0.0
SosSurvival,pc,2,0.0,0.09,0.0
Slymes,pc,2,9.17,0.09,9.99
Smashbox Arena,pc,2,22.01,0.09,23.99
Eternal Card Game,pc,2,0.0,0.09,0.0
ComPet,pc,2,0.0,0.09,0.0
4Team,pc,2,7.33,0.09,7.99
3D Chess,pc,2,7.33,0.09,7.99
Grimm: Dark Legacy,pc,1,13.75,0.09,14.99
Groggers!,pc,2,3.66,0.09,3.99
EVE: Valkyrie,pc,2,55.04,0.09,59.99
Fiery Disaster,pc,2,3.66,0.09,3.99
Space Cat,pc,2,4.58,0.09,4.99
Commercium,pc,2,18.34,0.09,19.99
Nodiatis,pc,1,0.0,0.09,0.0
TZOMPANTLI,pc,2,13.75,0.09,14.99
Crumbled World,pc,2,13.75,0.09,14.99
Tyto Online,pc,1,22.93,0.09,24.99
CountDown,pc,2,5.5,0.09,5.99
Oscar Mike VR,pc,2,18.34,0.09,19.99
Star-Twine,pc,2,6.41,0.09,6.99
Eradicated(tm),pc,2,0.0,0.09,0.0
Dark Eden,pc,1,0.0,0.09,0.0
Counter Agents,pc,2,0.0,0.09,0.0
Rainbow Rage Squad,pc,2,0.91,0.09,0.99
RoboSports VR,pc,2,0.0,0.09,0.0
Sphere Complex,pc,2,9.17,0.09,9.99
Abduction Bit,pc,2,0.91,0.09,0.99
Brick Rigs,pc,2,13.75,0.09,14.99
CAGE,pc,2,0.0,0.09,0.0
VR Dungeon,pc,2,4.58,0.09,4.99
Drift King: Survival,pc,2,11.0,0.09,11.99
iFactor,pc,2,0.0,0.09,0.0
ARK BOX Unlimited,pc,2,4.58,0.09,4.99
Ultramegon,pc,2,0.0,0.09,0.0
InfinitasDM,pc,2,9.17,0.09,9.99
The table at war VR,pc,2,18.34,0.09,19.99
Masked Forces,pc,2,0.91,0.09,0.99
Burgers 2,pc,2,0.0,0.09,0.0
Neon Arena,pc,2,9.17,0.09,9.99
Warbands: Bushido,pc,2,6.41,0.09,6.99
Sunset Rangers,pc,2,13.75,0.09,14.99
PLANNES,pc,2,12.38,0.09,13.49
Bamboo EP,pc,2,0.0,0.09,0.0
Shot Shot Tactic,pc,2,3.66,0.09,3.99
Ra2,pc,2,0.0,0.09,0.0
Paintball 707,pc,2,4.58,0.09,4.99
Technoball,pc,2,0.0,0.09,0.0
